date,open,high,low,close,volume
2013-10-24,2412.235,2422.943,2395.474,2400.511,64560821.0
2013-10-23,2451.556,2474.372,2412.483,2418.491,91545355.0
2013-10-22,2470.255,2470.255,2439.859,2445.891,90703029.0
2013-10-21,2431.915,2472.785,2423.562,2471.322,84909795.0
2013-10-18,2415.118,2435.712,2410.599,2426.054,60291630.0
2013-10-17,2432.645,2440.919,2407.777,2413.33,71222474.0
2013-10-16,2459.077,2459.077,2409.718,2421.371,88979834.0
2013-10-15,2475.324,2479.134,2449.416,2467.517,89173496.0
2013-10-14,2472.267,2483.131,2462.551,2472.542,100081301.0
2013-10-11,2442.364,2471.165,2439.634,2468.508,93388261.0
2013-10-10,2455.64,2455.979,2422.017,2429.317,90329706.0
2013-10-09,2432.94,2453.746,2424.769,2453.583,76277645.0
2013-10-08,2406.415,2446.703,2392.572,2441.811,84785506.0
2013-09-30,2406.205,2415.075,2397.22,2409.037,59513992.0
2013-09-27,2382.218,2402.196,2379.856,2394.971,65971508.0
2013-09-26,2422.631,2422.631,2382.535,2384.443,86236770.0
2013-09-25,2440.835,2455.037,2423.276,2429.03,90518418.0
2013-09-24,2470.715,2470.746,2420.085,2443.885,97853013.0
2013-09-23,2441.516,2473.163,2439.993,2472.288,80128352.0
2013-09-18,2426.04,2439.626,2407.243,2432.51,71040759.0
2013-09-17,2480.81,2481.71,2426.462,2427.322,99459982.0
2013-09-16,2501.077,2503.694,2467.129,2478.39,105383282.0
2013-09-13,2502.54,2515.781,2481.454,2488.902,110775049.0
2013-09-12,2480.468,2527.383,2469.718,2507.455,145173175.0
2013-09-11,2483.791,2504.469,2471.624,2482.889,166914974.0
2013-09-10,2446.454,2475.195,2435.826,2474.894,154855992.0
2013-09-09,2374.26,2449.249,2372.686,2440.609,149889640.0
2013-09-06,2336.767,2361.178,2335.932,2357.782,73340116.0
2013-09-05,2350.927,2351.218,2336.754,2341.735,62951383.0
2013-09-04,2352.537,2360.663,2345.437,2350.699,78725763.0
2013-09-03,2326.231,2354.856,2321.304,2354.502,80554005.0
2013-09-02,2319.957,2329.867,2297.449,2320.344,79510249.0
2013-08-30,2315.913,2334.413,2303.609,2313.91,87654515.0
2013-08-29,2338.564,2342.32,2308.145,2318.311,66085415.0
2013-08-28,2326.096,2345.358,2307.043,2328.056,89256174.0
2013-08-27,2332.8,2345.105,2322.461,2340.881,65990333.0
2013-08-26,2294.759,2336.381,2288.496,2335.616,70371043.0
2013-08-23,2314.866,2321.037,2251.92,2286.929,68967133.0
2013-08-22,2302.668,2329.143,2297.016,2303.932,55338104.0
2013-08-21,2320.584,2321.642,2291.053,2308.589,55007384.0
2013-08-20,2325.862,2353.409,2303.666,2312.465,73086345.0
2013-08-19,2286.203,2340.194,2284.077,2331.43,72483224.0
2013-08-16,2314.261,2423.081,2295.023,2304.144,120369563.0
2013-08-15,2348.839,2362.089,2319.784,2321.576,61951853.0
2013-08-14,2362.619,2386.599,2340.833,2349.08,75942128.0
2013-08-13,2352.883,2360.827,2340.733,2359.068,78393636.0
2013-08-12,2296.22,2352.89,2293.176,2352.794,97863216.0
2013-08-09,2288.51,2301.59,2258.334,2286.01,64600017.0
2013-08-08,2277.253,2297.628,2267.073,2276.782,53098430.0
2013-08-07,2292.379,2313.879,2276.862,2280.623,73048695.0
2013-08-06,2270.672,2302.484,2256.715,2293.641,73746895.0
2013-08-05,2249.976,2278.329,2243.22,2278.329,55342151.0
2013-08-02,2263.495,2274.71,2244.252,2247.263,60890893.0
2013-08-01,2206.004,2245.56,2200.626,2245.364,62603997.0
2013-07-31,2211.75,2235.384,2187.21,2193.021,48327055.0
2013-07-30,2184.007,2221.589,2162.979,2189.388,55193623.0
2013-07-29,2205.083,2205.083,2169.017,2175.97,54600925.0
2013-07-26,2226.429,2238.42,2209.806,2224.008,48941098.0
2013-07-25,2255.223,2268.839,2227.853,2237.683,65774316.0
2013-07-24,2253.376,2265.578,2217.192,2249.151,69592307.0
2013-07-23,2211.587,2276.742,2206.756,2265.845,74809731.0
2013-07-22,2170.089,2203.058,2159.813,2202.189,53283495.0
2013-07-19,2248.133,2257.916,2188.752,2190.478,70535282.0
2013-07-18,2272.947,2282.435,2241.93,2245.328,57144292.0
2013-07-17,2311.443,2326.925,2281.609,2282.836,67655248.0
2013-07-16,2300.83,2317.848,2281.942,2317.848,65624157.0
2013-07-15,2289.762,2336.04,2274.673,2307.297,74757884.0
2013-07-12,2319.023,2331.986,2274.073,2275.373,89733082.0
2013-07-11,2232.157,2351.223,2232.157,2326.688,125793192.0
2013-07-10,2163.098,2224.135,2157.468,2224.065,61149781.0
2013-07-09,2160.699,2174.786,2149.787,2162.669,41494433.0
2013-07-08,2194.423,2205.214,2162.189,2163.619,54782493.0
2013-07-05,2227.35,2252.033,2225.047,2226.849,61821775.0
2013-07-04,2187.181,2245.908,2176.08,2221.979,72581145.0
2013-07-03,2211.044,2211.044,2169.137,2203.828,65836022.0
2013-07-02,2211.803,2226.113,2191.801,2221.984,61838850.0
2013-07-01,2187.092,2213.965,2166.353,2213.317,57726227.0
2013-06-28,2149.03,2227.461,2139.372,2200.639,79451327.0
2013-06-27,2172.848,2200.213,2153.175,2160.735,75406753.0
2013-06-26,2170.326,2181.021,2131.86,2168.297,79256426.0
2013-06-25,2146.053,2169.211,2023.171,2165.421,107554882.0
2013-06-24,2308.069,2308.069,2164.325,2171.21,86597259.0
2013-06-21,2283.151,2332.842,2269.565,2317.394,58705798.0
2013-06-20,2386.104,2386.104,2320.226,2321.466,55201020.0
2013-06-19,2408.28,2408.28,2366.346,2400.765,54346260.0
2013-06-18,2413.088,2424.202,2393.321,2418.745,48630379.0
2013-06-17,2422.762,2427.532,2394.385,2403.839,50395711.0
2013-06-14,2404.423,2420.356,2396.487,2416.771,55964534.0
2013-06-13,2448.717,2448.717,2375.204,2399.937,69730066.0
2013-06-07,2526.913,2538.891,2475.687,2484.16,61030894.0
2013-06-06,2552.817,2557.678,2525.306,2527.845,52496529.0
2013-06-05,2565.329,2570.027,2545.19,2560.539,45637193.0
2013-06-04,2600.499,2600.499,2556.056,2565.666,66315750.0
2013-06-03,2605.969,2625.936,2596.051,2602.623,59774468.0
2013-05-31,2638.71,2645.565,2604.746,2606.426,62528533.0
2013-05-30,2633.955,2647.443,2623.581,2634.323,70146368.0
2013-05-29,2648.927,2661.229,2640.881,2642.561,79277709.0
2013-05-28,2600.632,2644.359,2585.901,2644.359,84196112.0
2013-05-27,2593.522,2611.972,2589.739,2599.587,64195080.0
2013-05-24,2591.419,2608.35,2572.884,2597.228,60739669.0
2013-05-23,2604.93,2624.076,2579.347,2582.849,84825370.0
2013-05-22,2613.411,2630.068,2603.75,2618.034,74191817.0
2013-05-21,2607.393,2617.4,2594.249,2614.853,71505994.0
2013-05-20,2597.151,2627.616,2590.053,2609.607,86337803.0
2013-05-17,2550.452,2598.706,2547.776,2592.048,81850801.0
2013-05-16,2501.117,2553.058,2487.763,2552.709,70796182.0
2013-05-15,2493.968,2507.43,2491.927,2506.925,44189660.0
2013-05-14,2525.998,2526.145,2479.872,2493.338,54880064.0
2013-05-13,2542.412,2547.602,2516.728,2530.768,54092147.0
2013-05-10,2519.517,2546.975,2515.158,2540.836,48816728.0
2013-05-09,2542.374,2543.305,2507.792,2527.794,60240145.0
2013-05-08,2542.266,2562.007,2531.251,2542.798,59554294.0
2013-05-07,2519.364,2539.298,2507.756,2529.938,54490643.0
2013-05-06,2502.978,2533.855,2500.455,2525.983,60418780.0
2013-05-03,2457.543,2521.119,2457.543,2492.912,62330091.0
2013-05-02,2434.603,2453.749,2423.077,2449.639,47016088.0
2013-04-26,2477.724,2488.585,2439.796,2447.306,47123378.0
2013-04-25,2486.857,2505.482,2456.566,2467.875,60557927.0
2013-04-24,2452.781,2511.202,2446.587,2495.579,63050916.0
2013-04-23,2532.201,2532.201,2448.2,2449.471,60653982.0
2013-04-22,2525.113,2539.046,2518.257,2530.67,62511883.0
2013-04-19,2469.951,2542.453,2469.323,2533.827,75520876.0
2013-04-18,2440.707,2478.413,2434.73,2464.851,42860707.0
2013-04-17,2457.881,2465.202,2437.345,2458.473,44692164.0
2013-04-16,2419.508,2461.046,2416.617,2459.592,55280613.0
2013-04-15,2453.967,2461.668,2430.149,2436.818,46539734.0
2013-04-12,2476.322,2489.118,2460.182,2462.112,39917278.0
2013-04-11,2502.5,2508.593,2476.396,2477.876,42989958.0
2013-04-10,2487.984,2495.572,2466.19,2485.309,47504913.0
2013-04-09,2477.29,2505.294,2477.29,2489.43,52389824.0
2013-04-08,2443.24,2473.309,2429.5,2472.299,53296772.0
2013-04-03,2493.877,2507.143,2474.927,2483.547,45564221.0
2013-04-02,2495.843,2524.463,2475.0,2486.391,55684152.0
2013-04-01,2486.428,2507.825,2483.732,2493.187,47346022.0
2013-03-29,2502.782,2509.109,2482.488,2495.083,52402137.0
2013-03-28,2535.988,2535.988,2495.083,2499.302,87578405.0
2013-03-27,2575.726,2611.939,2566.345,2583.53,56906517.0
2013-03-26,2601.964,2607.357,2554.974,2575.05,63962961.0
2013-03-25,2628.407,2641.609,2607.613,2613.097,56261402.0
2013-03-22,2612.256,2625.531,2603.344,2618.308,55647141.0
2013-03-21,2611.58,2626.538,2598.509,2614.988,69552756.0
2013-03-20,2526.968,2610.174,2526.83,2610.174,90700622.0
2013-03-19,2507.396,2532.07,2491.854,2525.097,54536476.0
2013-03-18,2526.077,2544.619,2499.828,2502.493,59812778.0
2013-03-15,2533.722,2600.091,2504.458,2539.873,81372185.0
2013-03-14,2517.745,2546.699,2514.463,2534.273,47605756.0
2013-03-13,2551.726,2556.773,2515.058,2527.486,56430460.0
2013-03-12,2590.391,2619.512,2530.251,2555.615,71935141.0
2013-03-11,2600.278,2611.652,2574.172,2592.372,50946436.0
2013-03-08,2622.684,2632.624,2601.961,2606.927,59429557.0
2013-03-07,2639.783,2658.969,2592.867,2619.479,94082666.0
2013-03-06,2634.87,2658.139,2620.431,2650.202,95829652.0
2013-03-05,2547.893,2623.171,2541.766,2622.807,89661152.0
2013-03-04,2619.42,2619.574,2528.694,2545.715,110619103.0
2013-03-01,2671.842,2680.854,2626.995,2668.836,73343753.0
2013-02-28,2611.94,2673.711,2593.997,2673.327,86922595.0
2013-02-27,2576.046,2615.249,2569.38,2594.677,63226743.0
2013-02-26,2587.375,2631.094,2564.672,2567.595,80003065.0
2013-02-25,2607.149,2628.696,2590.787,2604.96,53161942.0
2013-02-22,2607.65,2618.483,2591.146,2596.604,60204852.0
2013-02-21,2675.741,2675.741,2584.758,2610.549,100657984.0
2013-02-20,2686.093,2703.098,2665.231,2702.635,70019377.0
2013-02-19,2735.045,2740.739,2674.339,2685.606,80626431.0
2013-02-18,2784.065,2787.74,2731.506,2737.471,76438227.0
2013-02-08,2755.649,2791.303,2747.946,2771.725,77429644.0
2013-02-07,2771.53,2775.974,2722.874,2759.87,89978142.0
2013-02-06,2771.908,2787.456,2765.743,2775.844,82779271.0
2013-02-05,2727.93,2779.953,2725.362,2771.675,116130819.0
2013-02-04,2753.688,2768.504,2731.08,2748.028,127939179.0
2013-02-01,2677.187,2744.322,2671.274,2743.324,103879515.0
2013-01-31,2690.951,2696.881,2671.33,2686.882,96740101.0
2013-01-30,2678.433,2689.683,2662.062,2688.711,99874990.0
2013-01-29,2655.377,2685.531,2646.154,2675.866,101040229.0
2013-01-28,2577.267,2651.967,2577.267,2651.863,91274790.0
2013-01-25,2580.881,2591.513,2567.107,2571.674,58487359.0
2013-01-24,2606.427,2663.404,2564.206,2582.755,111277172.0
2013-01-23,2588.198,2611.409,2576.362,2607.456,75739444.0
2013-01-22,2610.392,2620.025,2578.181,2596.898,105766275.0
2013-01-21,2605.649,2611.201,2582.652,2610.898,84133742.0
2013-01-18,2568.692,2607.446,2553.451,2595.439,77940303.0
2013-01-17,2570.711,2575.058,2539.674,2552.758,69915239.0
2013-01-16,2591.365,2600.093,2540.521,2577.092,93536084.0
2013-01-15,2579.132,2605.41,2576.919,2595.856,98620805.0
2013-01-14,2474.176,2583.625,2473.998,2577.725,93554091.0
2013-01-11,2533.495,2539.794,2473.696,2483.23,74239176.0
2013-01-10,2525.59,2553.352,2513.729,2530.569,71085862.0
2013-01-09,2518.104,2534.239,2504.299,2526.126,70231170.0
2013-01-08,2534.647,2540.513,2502.49,2525.33,71837100.0
2013-01-07,2518.047,2545.969,2511.603,2535.985,75167993.0
2013-01-04,2551.814,2558.529,2498.892,2524.409,97988182.0
2012-12-31,2485.559,2522.952,2485.559,2522.952,82002293.0
2012-12-28,2448.076,2481.592,2444.381,2480.049,67166321.0
2012-12-27,2464.779,2479.792,2443.681,2444.594,73255067.0
2012-12-26,2445.987,2458.007,2441.642,2457.619,71591828.0
2012-12-25,2373.88,2459.302,2365.41,2448.395,95502350.0
2012-12-24,2368.007,2396.725,2367.038,2381.217,53087004.0
2012-12-21,2386.376,2414.223,2365.032,2372.002,68714158.0
2012-12-20,2361.322,2391.924,2346.55,2384.816,65655462.0
2012-12-19,2362.802,2387.142,2358.033,2371.109,63292530.0
2012-12-18,2361.095,2398.63,2347.077,2368.12,85784849.0
2012-12-17,2359.201,2380.001,2358.664,2366.7,94088195.0
2012-12-14,2245.636,2357.106,2245.636,2355.865,110892562.0
2012-12-13,2260.601,2266.721,2242.557,2242.635,41942100.0
2012-12-12,2257.73,2273.211,2247.953,2267.767,45006454.0
2012-12-11,2263.209,2274.994,2254.299,2258.5,51468703.0
2012-12-10,2254.915,2276.28,2250.437,2271.046,73375475.0
2012-12-07,2203.887,2250.529,2198.107,2246.757,76169748.0
2012-12-06,2205.605,2216.976,2191.227,2203.602,48574689.0
2012-12-05,2128.387,2219.094,2126.793,2207.878,82487103.0
2012-12-04,2104.928,2135.662,2102.135,2131.473,36225915.0
2012-12-03,2136.696,2152.608,2108.149,2108.85,40186762.0
2012-11-30,2114.244,2142.856,2109.963,2139.661,36406911.0
2012-11-29,2128.803,2140.877,2114.477,2115.676,29670625.0
2012-11-28,2142.5,2144.802,2126.03,2129.161,30009339.0
2012-11-27,2168.589,2173.464,2150.222,2150.638,31946746.0
2012-11-26,2187.24,2191.359,2172.1,2175.599,24742696.0
2012-11-23,2184.409,2202.47,2179.727,2192.676,28667493.0
2012-11-22,2181.179,2185.577,2169.657,2177.546,22912351.0
2012-11-21,2165.408,2195.461,2151.38,2194.896,30508482.0
2012-11-20,2180.205,2184.334,2163.527,2164.881,23948916.0
2012-11-19,2175.184,2176.492,2149.538,2174.985,26978666.0
2012-11-16,2189.511,2191.611,2162.976,2177.24,30247786.0
2012-11-15,2210.751,2220.987,2193.516,2193.623,28319151.0
2012-11-14,2213.086,2225.124,2205.996,2223.11,26758790.0
2012-11-13,2250.842,2250.842,2208.723,2212.44,34083704.0
2012-11-12,2242.96,2254.703,2232.742,2251.848,34721685.0
2012-11-09,2241.756,2252.196,2235.231,2240.924,30506968.0
2012-11-08,2269.582,2275.401,2245.4,2245.405,35426475.0
2012-11-07,2288.763,2300.893,2277.02,2287.505,33067403.0
2012-11-06,2301.98,2304.048,2260.507,2292.206,39280627.0
2012-11-05,2302.742,2318.231,2290.135,2301.88,39510372.0
2012-11-02,2297.898,2309.666,2284.719,2306.774,39833288.0
2012-11-01,2256.609,2305.629,2256.412,2297.884,50761729.0
2012-10-31,2241.432,2256.095,2233.684,2254.82,37169795.0
2012-10-30,2236.316,2257.951,2231.776,2239.882,34083125.0
2012-10-29,2241.802,2248.139,2227.646,2235.854,27581325.0
2012-10-26,2291.31,2293.176,2237.059,2247.907,40900519.0
2012-10-25,2306.733,2322.917,2288.601,2291.239,44351531.0
2012-10-24,2303.401,2321.43,2302.169,2307.779,37542445.0
2012-10-23,2340.89,2344.044,2309.252,2312.077,37221272.0
2012-10-22,2320.468,2347.895,2315.895,2341.592,34368286.0
2012-10-19,2335.105,2342.527,2328.733,2332.47,35927732.0
2012-10-18,2307.487,2341.12,2305.883,2336.077,50615100.0
2012-10-17,2307.358,2312.173,2280.818,2300.803,33349409.0
2012-10-16,2293.244,2315.453,2287.59,2298.162,32059679.0
2012-10-15,2306.006,2307.882,2278.457,2294.857,28651746.0
2012-10-12,2311.284,2332.149,2287.009,2304.531,36874145.0
2012-10-11,2315.897,2321.352,2300.934,2302.533,41300655.0
2012-10-10,2314.593,2325.749,2304.608,2324.117,42686238.0
2012-10-09,2281.753,2327.727,2281.753,2320.157,52548887.0
2012-10-08,2291.961,2305.18,2258.11,2270.054,35534424.0
2012-09-28,2235.057,2297.033,2234.323,2293.106,57875825.0
2012-09-27,2186.004,2266.297,2185.766,2251.717,53016900.0
2012-09-26,2208.906,2216.824,2181.083,2184.891,27454626.0
2012-09-25,2209.975,2225.334,2202.376,2210.154,27877019.0
2012-09-24,2183.969,2225.805,2172.879,2215.516,37501686.0
2012-09-21,2190.327,2217.473,2186.53,2199.063,38120593.0
2012-09-20,2236.191,2236.191,2194.221,2195.951,42545779.0
2012-09-19,2237.218,2249.243,2229.489,2246.236,34349706.0
2012-09-18,2249.425,2253.144,2228.042,2235.239,33228696.0
2012-09-17,2312.055,2314.989,2258.182,2258.705,48984734.0
2012-09-14,2324.012,2332.417,2298.83,2315.542,61571814.0
2012-09-13,2316.679,2325.534,2298.367,2298.461,42049849.0
2012-09-12,2325.925,2337.196,2298.297,2320.071,49622518.0
2012-09-11,2316.532,2316.532,2294.82,2311.89,46260719.0
2012-09-10,2320.557,2334.496,2313.572,2326.666,65330554.0
2012-09-07,2233.912,2341.522,2233.912,2317.179,94529764.0
2012-09-06,2204.436,2218.68,2199.857,2217.823,31695884.0
2012-09-05,2199.743,2209.536,2186.962,2199.875,34751824.0
2012-09-04,2231.716,2234.875,2199.509,2204.407,34852688.0
2012-09-03,2201.123,2236.563,2197.708,2228.369,38548592.0
2012-08-31,2205.573,2218.866,2203.123,2204.868,25964986.0
2012-08-30,2204.515,2223.195,2188.724,2211.37,35491310.0
2012-08-29,2230.199,2240.112,2214.429,2214.814,29010648.0
2012-08-28,2226.898,2250.6,2222.001,2238.411,33773615.0
2012-08-27,2268.485,2268.485,2228.151,2228.204,37386191.0
2012-08-24,2295.684,2299.298,2274.566,2275.677,31869591.0
2012-08-23,2298.18,2311.653,2285.367,2302.199,31335342.0
2012-08-22,2315.14,2317.373,2285.755,2295.586,31708412.0
2012-08-21,2301.932,2327.375,2296.551,2313.703,34895100.0
2012-08-20,2294.901,2307.406,2279.946,2301.788,27402033.0
2012-08-17,2318.432,2322.885,2295.158,2313.476,26065717.0
2012-08-16,2327.91,2335.397,2317.061,2319.67,25902905.0
2012-08-15,2350.022,2350.022,2330.15,2331.615,30580176.0
2012-08-14,2352.659,2357.847,2324.906,2357.016,39850066.0
2012-08-13,2394.504,2394.504,2350.808,2351.931,44783546.0
2012-08-10,2409.937,2413.423,2395.912,2399.751,34702995.0
2012-08-09,2388.43,2412.142,2378.854,2411.7,35658951.0
2012-08-08,2390.959,2405.183,2382.825,2389.795,37810451.0
2012-08-07,2383.257,2390.782,2379.452,2388.873,38285489.0
2012-08-06,2350.117,2388.363,2348.119,2385.611,41820665.0
2012-08-03,2340.25,2354.156,2329.934,2353.737,29769785.0
2012-08-02,2354.073,2358.559,2325.608,2334.882,31516159.0
2012-08-01,2332.129,2371.122,2331.949,2358.651,31420848.0
2012-07-31,2336.882,2350.071,2329.505,2332.922,32099723.0
2012-07-30,2350.782,2367.029,2333.999,2335.793,30484851.0
2012-07-27,2353.942,2364.984,2341.293,2349.108,31090525.0
2012-07-26,2360.134,2374.874,2344.695,2347.488,31314094.0
2012-07-25,2368.384,2381.043,2357.468,2360.083,24896501.0
2012-07-24,2353.22,2392.353,2352.803,2375.992,30310079.0
2012-07-23,2379.885,2379.885,2357.507,2365.431,32390369.0
2012-07-20,2415.71,2423.804,2392.181,2398.455,37619754.0
2012-07-19,2407.443,2444.057,2401.291,2424.322,46949052.0
2012-07-18,2412.062,2420.778,2373.647,2414.335,41751788.0
2012-07-17,2391.897,2421.929,2391.281,2414.201,33424329.0
2012-07-16,2452.595,2452.595,2399.61,2399.731,42771870.0
2012-07-13,2441.013,2467.99,2438.979,2450.633,36725256.0
2012-07-12,2420.036,2460.559,2404.584,2449.181,56717691.0
2012-07-11,2402.184,2427.795,2402.154,2425.572,37624312.0
2012-07-10,2411.003,2426.529,2402.371,2406.706,35549984.0
2012-07-09,2455.892,2470.205,2414.953,2416.036,49223302.0
2012-07-06,2435.059,2477.231,2420.356,2472.614,49610605.0
2012-07-05,2450.3,2450.3,2420.001,2430.37,34726145.0
2012-07-04,2474.527,2481.336,2455.995,2464.919,34452142.0
2012-07-03,2464.85,2490.547,2457.449,2468.721,38693354.0
2012-07-02,2473.545,2473.966,2452.986,2465.238,40510078.0
2012-06-29,2418.862,2462.815,2417.486,2461.612,37994941.0
2012-06-28,2451.664,2459.189,2425.24,2425.729,30543113.0
2012-06-27,2452.666,2470.762,2444.343,2447.195,30007553.0
2012-06-26,2442.562,2465.12,2434.64,2454.915,31734008.0
2012-06-25,2501.163,2501.163,2455.008,2456.518,40106735.0
2012-06-21,2547.048,2547.048,2502.419,2512.185,35396732.0
2012-06-20,2563.643,2570.663,2549.438,2552.611,29850639.0
2012-06-19,2577.362,2577.362,2556.103,2558.621,32700553.0
2012-06-18,2576.629,2593.218,2572.987,2581.212,35693628.0
2012-06-15,2565.189,2580.17,2538.572,2568.054,42786078.0
2012-06-14,2573.329,2584.709,2558.565,2560.421,40247934.0
2012-06-13,2546.791,2581.115,2539.632,2580.636,45014568.0
2012-06-12,2543.765,2553.915,2529.951,2540.178,37936676.0
2012-06-11,2529.599,2565.429,2523.774,2558.265,40098260.0
2012-06-08,2558.843,2559.128,2520.409,2524.329,43856426.0
2012-06-07,2579.425,2584.039,2536.258,2542.184,34841186.0
2012-06-06,2564.226,2573.739,2547.334,2557.401,33857694.0
2012-06-05,2565.186,2573.887,2548.76,2558.842,37779910.0
2012-06-04,2598.733,2608.316,2558.92,2559.026,52478502.0
2012-06-01,2633.601,2653.857,2623.289,2632.998,44191056.0
2012-05-31,2623.158,2645.591,2617.228,2632.042,44107469.0
2012-05-30,2646.37,2655.163,2636.518,2642.258,51855436.0
2012-05-29,2615.145,2658.255,2612.564,2650.854,72135637.0
2012-05-28,2562.596,2614.849,2545.336,2614.689,56339275.0
2012-05-25,2595.261,2602.17,2565.647,2573.103,39273004.0
2012-05-24,2613.095,2630.414,2588.209,2595.26,42844066.0
2012-05-23,2621.786,2635.78,2598.29,2616.869,43719531.0
2012-05-22,2598.167,2627.602,2597.603,2627.525,42773529.0
2012-05-21,2572.369,2604.219,2563.973,2587.231,38602090.0
2012-05-18,2595.547,2603.191,2567.302,2573.976,43422124.0
2012-05-17,2577.961,2619.589,2571.201,2613.942,43728389.0
2012-05-16,2610.161,2612.625,2574.082,2574.647,43280274.0
2012-05-15,2597.644,2618.175,2591.598,2617.374,45767271.0
2012-05-14,2653.806,2656.284,2613.349,2615.534,52082484.0
2012-05-11,2652.313,2666.566,2636.523,2636.917,41006143.0
2012-05-10,2657.87,2667.675,2649.38,2657.214,46962576.0
2012-05-09,2685.187,2685.187,2655.322,2657.514,58400283.0
2012-05-08,2717.408,2717.825,2683.562,2709.116,63110840.0
2012-05-07,2699.447,2717.778,2694.321,2717.778,68547314.0
2012-05-04,2689.624,2716.033,2677.14,2715.879,63218086.0
